customer_id,transaction_amount,transaction_type,location,device,past_fraud_history,previous_transaction_pattern,fraudulent
CUST5143,29557,UPI,Delhi,iPhone 13,Yes,Large Transactions,Yes
CUST8376,23257,RTGS,Chennai,OnePlus 9,Yes,Normal,Yes
CUST8502,290143,Credit Card,Mumbai,Redmi Note 10,Yes,Large Transactions,Yes
CUST6007,164018,RTGS,Mumbai,Vivo X70,Yes,Large Transactions,Yes
CUST8749,309419,IMPS,Chennai,OnePlus 9,No,High Frequency,Yes
CUST8342,331136,RTGS,Jaipur,iPhone 13,No,Large Transactions,Yes
CUST5714,19238,Credit Card,Jaipur,Redmi Note 10,Yes,Normal,Yes
CUST2977,80951,Credit Card,Kolkata,iPhone 13,No,High Frequency,No
CUST2495,476699,Debit Card,Mumbai,Redmi Note 10,No,High Frequency,Yes
CUST4891,105140,NEFT,Bangalore,iPhone 13,Yes,High Frequency,Yes
CUST6969,400546,Credit Card,Chennai,OnePlus 9,Yes,Normal,Yes
CUST3033,57556,IMPS,Mumbai,Vivo X70,No,Large Transactions,No
CUST6747,42176,Credit Card,Bangalore,Samsung S22,Yes,High Frequency,Yes
CUST2527,122577,UPI,Jaipur,iPhone 13,Yes,High Frequency,Yes
CUST1666,15112,Credit Card,Kolkata,OnePlus 9,No,Large Transactions,No
CUST2003,331172,IMPS,Mumbai,iPhone 13,No,Normal,Yes
CUST3558,269280,Debit Card,Bangalore,Samsung S22,No,Large Transactions,Yes
CUST6078,350995,IMPS,Chennai,OnePlus 9,No,Large Transactions,Yes
CUST4112,34444,RTGS,Patna,Samsung S22,No,Normal,No
CUST2335,104474,RTGS,Kolkata,iPhone 13,No,Large Transactions,No
CUST3435,92269,Credit Card,Kolkata,Samsung S22,Yes,Normal,Yes
CUST9318,483826,NEFT,Chennai,Vivo X70,No,Large Transactions,Yes
CUST5169,299589,RTGS,Kolkata,Redmi Note 10,No,High Frequency,Yes
CUST8001,226108,NEFT,Bangalore,Samsung S22,No,Large Transactions,Yes
CUST9878,333002,IMPS,Jaipur,iPhone 13,No,Normal,Yes
CUST2775,47617,RTGS,Chennai,Redmi Note 10,No,High Frequency,No
CUST9885,126137,Credit Card,Chennai,iPhone 13,No,High Frequency,No
CUST6906,158705,UPI,Chennai,Redmi Note 10,No,Normal,No
CUST5793,437051,Debit Card,Chennai,iPhone 13,Yes,High Frequency,Yes
CUST7494,176820,Credit Card,Bangalore,Redmi Note 10,No,High Frequency,No
CUST7009,477802,RTGS,Patna,OnePlus 9,Yes,Large Transactions,Yes
CUST9356,458649,UPI,Delhi,Vivo X70,Yes,Large Transactions,Yes
CUST4851,351371,Credit Card,Mumbai,Redmi Note 10,No,Large Transactions,Yes
CUST6758,155895,UPI,Mumbai,Vivo X70,No,Normal,No
CUST5543,229741,Credit Card,Jaipur,iPhone 13,No,Large Transactions,Yes
CUST5794,148085,RTGS,Chennai,Vivo X70,Yes,High Frequency,Yes
CUST1094,294131,Debit Card,Mumbai,iPhone 13,No,Normal,Yes
CUST1917,268087,UPI,Chennai,Vivo X70,Yes,Normal,Yes
CUST4618,452465,IMPS,Chennai,OnePlus 9,Yes,High Frequency,Yes
CUST9906,196730,UPI,Patna,Samsung S22,No,Large Transactions,No
CUST8949,461813,Debit Card,Chennai,OnePlus 9,No,Large Transactions,Yes
CUST3347,223124,RTGS,Bangalore,iPhone 13,No,Normal,Yes
CUST9379,121153,UPI,Delhi,Redmi Note 10,Yes,High Frequency,Yes
CUST9230,423481,RTGS,Patna,Redmi Note 10,No,Large Transactions,Yes
CUST1582,311147,Credit Card,Jaipur,Vivo X70,No,Normal,Yes
CUST4931,166110,NEFT,Mumbai,Redmi Note 10,Yes,High Frequency,Yes
CUST7205,74763,RTGS,Delhi,OnePlus 9,Yes,Normal,Yes
CUST2132,493594,RTGS,Delhi,OnePlus 9,No,High Frequency,Yes
CUST2185,48167,Credit Card,Chennai,Redmi Note 10,Yes,Normal,Yes
CUST3419,376338,Debit Card,Mumbai,Redmi Note 10,No,Large Transactions,Yes
CUST8345,30943,RTGS,Jaipur,OnePlus 9,No,High Frequency,No
CUST7633,480618,Debit Card,Patna,Vivo X70,No,Large Transactions,Yes
CUST9242,293723,NEFT,Mumbai,Redmi Note 10,No,Large Transactions,Yes
CUST6109,163426,Debit Card,Jaipur,Redmi Note 10,Yes,High Frequency,Yes
CUST4089,122972,UPI,Mumbai,Vivo X70,Yes,High Frequency,Yes
CUST1434,267466,NEFT,Delhi,Samsung S22,No,High Frequency,Yes
CUST4265,251089,RTGS,Mumbai,Samsung S22,Yes,Large Transactions,Yes
CUST3809,263978,NEFT,Mumbai,OnePlus 9,Yes,Normal,Yes
CUST3827,485704,NEFT,Bangalore,OnePlus 9,Yes,Large Transactions,Yes
CUST8461,36282,IMPS,Chennai,Samsung S22,Yes,Normal,Yes
CUST7600,165175,UPI,Mumbai,Samsung S22,No,Normal,No
CUST2829,172485,RTGS,Patna,OnePlus 9,No,Large Transactions,No
CUST8270,365418,NEFT,Kolkata,iPhone 13,No,Normal,Yes
CUST6330,360043,IMPS,Bangalore,Redmi Note 10,No,Large Transactions,Yes
CUST4646,144572,Credit Card,Patna,OnePlus 9,Yes,Large Transactions,Yes
CUST9225,201470,UPI,Jaipur,Samsung S22,No,High Frequency,Yes
CUST4682,301329,Debit Card,Patna,Redmi Note 10,No,Normal,Yes
CUST2075,24699,RTGS,Jaipur,Vivo X70,No,Normal,No
CUST2936,141539,Credit Card,Patna,iPhone 13,Yes,Normal,Yes
CUST5245,324179,Debit Card,Chennai,OnePlus 9,No,Normal,Yes
CUST7894,250231,RTGS,Bangalore,Redmi Note 10,Yes,High Frequency,Yes
CUST9081,245619,UPI,Jaipur,Vivo X70,Yes,Large Transactions,Yes
CUST2648,313381,RTGS,Chennai,Samsung S22,Yes,High Frequency,Yes
CUST7472,113147,IMPS,Chennai,Redmi Note 10,No,Normal,No
CUST8829,224402,Credit Card,Kolkata,Redmi Note 10,No,Large Transactions,Yes
CUST7108,413312,Debit Card,Chennai,iPhone 13,No,Large Transactions,Yes
CUST9107,467002,RTGS,Delhi,Vivo X70,Yes,Large Transactions,Yes
CUST3112,179951,Debit Card,Patna,iPhone 13,Yes,Large Transactions,Yes
CUST5474,17200,Debit Card,Mumbai,Vivo X70,Yes,Normal,Yes
CUST3921,370094,NEFT,Chennai,Vivo X70,No,Normal,Yes
CUST1314,162602,UPI,Kolkata,Vivo X70,No,High Frequency,No
CUST1612,461418,IMPS,Mumbai,Redmi Note 10,No,Normal,Yes
CUST2763,75412,RTGS,Delhi,Samsung S22,No,Large Transactions,No
CUST4995,233058,Debit Card,Chennai,Vivo X70,Yes,Large Transactions,Yes
CUST6781,446235,IMPS,Kolkata,iPhone 13,No,High Frequency,Yes
CUST4427,457206,Credit Card,Bangalore,Samsung S22,Yes,Normal,Yes
CUST8127,488491,UPI,Mumbai,Samsung S22,No,High Frequency,Yes
CUST8671,458777,NEFT,Jaipur,Redmi Note 10,Yes,High Frequency,Yes
CUST4133,139041,Debit Card,Bangalore,Samsung S22,Yes,High Frequency,Yes
CUST9457,391883,Credit Card,Delhi,Redmi Note 10,No,Large Transactions,Yes
CUST3552,260417,RTGS,Kolkata,iPhone 13,No,High Frequency,Yes
CUST6555,251448,Debit Card,Bangalore,iPhone 13,Yes,High Frequency,Yes
CUST1178,352193,Credit Card,Delhi,Samsung S22,Yes,Normal,Yes
CUST9314,143250,IMPS,Delhi,Vivo X70,Yes,Large Transactions,Yes
CUST4064,364498,NEFT,Delhi,Redmi Note 10,Yes,Normal,Yes
CUST9790,184454,RTGS,Delhi,OnePlus 9,Yes,Large Transactions,Yes
CUST1216,490837,RTGS,Bangalore,Samsung S22,Yes,High Frequency,Yes
CUST7738,71044,IMPS,Patna,iPhone 13,No,Large Transactions,No
CUST4438,340727,NEFT,Kolkata,Redmi Note 10,Yes,High Frequency,Yes
CUST9886,201307,RTGS,Jaipur,OnePlus 9,No,Normal,Yes
CUST8153,4225,Credit Card,Chennai,OnePlus 9,Yes,High Frequency,Yes
CUST4695,209158,IMPS,Chennai,Samsung S22,No,Large Transactions,Yes
CUST3370,187584,UPI,Jaipur,Samsung S22,No,Large Transactions,No
CUST3678,180395,UPI,Kolkata,Redmi Note 10,No,High Frequency,No
CUST3211,131376,Credit Card,Delhi,Samsung S22,Yes,High Frequency,Yes
CUST8766,1675,Debit Card,Bangalore,iPhone 13,No,Normal,No
CUST6800,214987,Credit Card,Mumbai,iPhone 13,Yes,High Frequency,Yes
CUST5790,10672,Debit Card,Kolkata,Redmi Note 10,No,High Frequency,No
CUST9677,323141,Debit Card,Bangalore,Vivo X70,Yes,High Frequency,Yes
CUST2827,84476,IMPS,Jaipur,Samsung S22,Yes,High Frequency,Yes
CUST4752,44290,UPI,Kolkata,Redmi Note 10,Yes,Normal,Yes
CUST4003,319038,Debit Card,Bangalore,Samsung S22,No,High Frequency,Yes
CUST8774,323698,RTGS,Delhi,Vivo X70,No,Large Transactions,Yes
CUST2156,57612,UPI,Chennai,Samsung S22,No,High Frequency,No
CUST6799,361454,RTGS,Kolkata,OnePlus 9,No,Normal,Yes
CUST8438,420878,RTGS,Chennai,OnePlus 9,No,Large Transactions,Yes
CUST9150,131284,Debit Card,Mumbai,OnePlus 9,No,High Frequency,No
CUST1573,156674,Credit Card,Bangalore,Vivo X70,Yes,High Frequency,Yes
CUST4665,445116,Credit Card,Bangalore,OnePlus 9,No,Large Transactions,Yes
CUST6226,419352,Debit Card,Patna,Vivo X70,Yes,Large Transactions,Yes
CUST2784,487856,Credit Card,Chennai,OnePlus 9,No,Normal,Yes
CUST9739,269456,UPI,Delhi,Redmi Note 10,Yes,Large Transactions,Yes
CUST8301,154003,NEFT,Delhi,iPhone 13,No,Large Transactions,No
CUST6820,400769,IMPS,Mumbai,OnePlus 9,No,High Frequency,Yes
CUST4284,210416,RTGS,Chennai,OnePlus 9,Yes,Large Transactions,Yes
CUST6247,356332,UPI,Chennai,iPhone 13,No,Large Transactions,Yes
CUST8731,248975,Credit Card,Delhi,Samsung S22,No,High Frequency,Yes
CUST6159,235228,Credit Card,Patna,Vivo X70,Yes,Normal,Yes
CUST4309,139211,Credit Card,Patna,Vivo X70,No,High Frequency,No
CUST1397,47856,NEFT,Jaipur,Redmi Note 10,No,Large Transactions,No
CUST6204,95378,Credit Card,Mumbai,Redmi Note 10,Yes,Normal,Yes
CUST6431,54233,Credit Card,Jaipur,Redmi Note 10,No,High Frequency,No
CUST3994,84713,Credit Card,Patna,iPhone 13,Yes,Large Transactions,Yes
CUST6651,486862,RTGS,Kolkata,iPhone 13,Yes,Normal,Yes
CUST6276,254688,IMPS,Kolkata,iPhone 13,Yes,Large Transactions,Yes
CUST1780,210114,IMPS,Kolkata,Samsung S22,Yes,High Frequency,Yes
CUST5312,172623,Credit Card,Kolkata,Vivo X70,Yes,High Frequency,Yes
CUST8524,302903,NEFT,Kolkata,OnePlus 9,Yes,Normal,Yes
CUST3019,302100,Debit Card,Delhi,OnePlus 9,Yes,Large Transactions,Yes
CUST6755,196490,RTGS,Mumbai,Vivo X70,No,Normal,No
CUST4700,17420,Credit Card,Bangalore,iPhone 13,No,Normal,No
CUST2367,328449,Debit Card,Jaipur,Redmi Note 10,No,Normal,Yes
CUST2557,341014,RTGS,Delhi,iPhone 13,No,Large Transactions,Yes
CUST9381,291297,Credit Card,Jaipur,Samsung S22,Yes,Large Transactions,Yes
CUST4502,131442,Credit Card,Kolkata,OnePlus 9,Yes,Large Transactions,Yes
CUST4572,402284,Credit Card,Chennai,Samsung S22,Yes,Normal,Yes
CUST2070,234047,Debit Card,Bangalore,Vivo X70,No,Normal,Yes
CUST1010,89969,Debit Card,Bangalore,Vivo X70,Yes,Large Transactions,Yes
CUST7065,202090,RTGS,Delhi,OnePlus 9,Yes,Large Transactions,Yes
CUST5057,197653,IMPS,Chennai,OnePlus 9,No,Normal,No
CUST8260,382158,Debit Card,Kolkata,Redmi Note 10,No,Large Transactions,Yes
CUST6058,128756,UPI,Bangalore,iPhone 13,No,Large Transactions,No
CUST1048,354503,NEFT,Jaipur,Samsung S22,Yes,Large Transactions,Yes
CUST4499,253254,NEFT,Delhi,Vivo X70,Yes,High Frequency,Yes
CUST5038,471555,Credit Card,Bangalore,iPhone 13,No,Normal,Yes
CUST4938,239913,UPI,Delhi,iPhone 13,Yes,High Frequency,Yes
CUST8194,205765,Credit Card,Delhi,Redmi Note 10,No,High Frequency,Yes
CUST7731,205322,IMPS,Delhi,Redmi Note 10,No,High Frequency,Yes
CUST6971,5891,RTGS,Chennai,Samsung S22,Yes,High Frequency,Yes
CUST7201,94026,UPI,Jaipur,OnePlus 9,No,Normal,No
CUST2398,69501,NEFT,Chennai,iPhone 13,Yes,Large Transactions,Yes
CUST7774,117606,Credit Card,Mumbai,Vivo X70,Yes,Large Transactions,Yes
CUST9426,411609,NEFT,Jaipur,Redmi Note 10,Yes,High Frequency,Yes
CUST5985,454908,NEFT,Delhi,Samsung S22,No,High Frequency,Yes
CUST4715,36683,UPI,Bangalore,OnePlus 9,Yes,Normal,Yes
CUST7698,429531,RTGS,Bangalore,Redmi Note 10,No,High Frequency,Yes
CUST1201,213477,IMPS,Kolkata,Vivo X70,No,Large Transactions,Yes
CUST7874,81199,NEFT,Jaipur,OnePlus 9,Yes,Large Transactions,Yes
CUST1758,16496,Debit Card,Bangalore,Vivo X70,No,Large Transactions,No
CUST1630,77672,RTGS,Jaipur,iPhone 13,Yes,Normal,Yes
CUST2596,350389,UPI,Mumbai,Samsung S22,Yes,High Frequency,Yes
CUST8633,280123,UPI,Kolkata,Vivo X70,No,Normal,Yes
CUST2064,40560,Credit Card,Jaipur,Redmi Note 10,No,Normal,No
CUST3493,343485,UPI,Bangalore,iPhone 13,No,Normal,Yes
CUST4657,400137,Debit Card,Chennai,Vivo X70,Yes,Large Transactions,Yes
CUST6774,432872,Debit Card,Mumbai,Vivo X70,No,High Frequency,Yes
CUST8111,315938,IMPS,Bangalore,OnePlus 9,No,Large Transactions,Yes
CUST7872,93237,UPI,Bangalore,OnePlus 9,Yes,Normal,Yes
CUST1770,192206,UPI,Patna,iPhone 13,No,Large Transactions,No
CUST4765,330024,UPI,Delhi,iPhone 13,Yes,Large Transactions,Yes
CUST9119,127536,NEFT,Patna,Redmi Note 10,No,High Frequency,No
CUST3143,308825,Debit Card,Jaipur,iPhone 13,Yes,Normal,Yes
CUST7268,480999,Credit Card,Mumbai,iPhone 13,No,Large Transactions,Yes
CUST6029,473216,Credit Card,Jaipur,OnePlus 9,No,Normal,Yes
CUST4288,423502,RTGS,Mumbai,Vivo X70,No,Large Transactions,Yes
CUST4744,341383,Credit Card,Bangalore,Redmi Note 10,Yes,High Frequency,Yes
CUST1094,379591,Credit Card,Bangalore,Samsung S22,Yes,Large Transactions,Yes
CUST9368,133584,RTGS,Patna,Vivo X70,No,Normal,No
CUST7468,120149,NEFT,Mumbai,Redmi Note 10,Yes,Normal,Yes
CUST3094,359611,Debit Card,Mumbai,Redmi Note 10,No,High Frequency,Yes
CUST5151,124963,IMPS,Patna,Redmi Note 10,No,High Frequency,No
CUST5540,373162,NEFT,Jaipur,Vivo X70,No,Large Transactions,Yes
CUST8029,114834,Debit Card,Patna,iPhone 13,Yes,Large Transactions,Yes
CUST7145,195077,Credit Card,Mumbai,Samsung S22,Yes,Large Transactions,Yes
CUST1971,138552,Credit Card,Bangalore,Redmi Note 10,No,Large Transactions,No
CUST9340,186255,Debit Card,Kolkata,Samsung S22,No,High Frequency,No
CUST6183,491935,Debit Card,Chennai,Samsung S22,No,High Frequency,Yes
CUST2063,419518,UPI,Kolkata,OnePlus 9,Yes,High Frequency,Yes
CUST5595,150335,NEFT,Delhi,Redmi Note 10,Yes,High Frequency,Yes
CUST3654,271159,Credit Card,Mumbai,iPhone 13,Yes,Large Transactions,Yes
CUST6134,231163,Credit Card,Bangalore,Vivo X70,Yes,High Frequency,Yes
CUST4889,360597,Debit Card,Mumbai,Vivo X70,No,Normal,Yes
CUST4366,26729,IMPS,Jaipur,Vivo X70,Yes,Large Transactions,Yes
CUST5506,77739,RTGS,Chennai,Redmi Note 10,Yes,Large Transactions,Yes
CUST4945,170042,NEFT,Delhi,OnePlus 9,No,High Frequency,No
CUST5499,352552,Credit Card,Patna,OnePlus 9,No,Large Transactions,Yes
CUST3214,118299,UPI,Bangalore,OnePlus 9,Yes,Normal,Yes
CUST1848,417998,IMPS,Delhi,iPhone 13,Yes,High Frequency,Yes
CUST3019,78353,RTGS,Jaipur,Samsung S22,No,Large Transactions,No
CUST2799,23637,NEFT,Delhi,OnePlus 9,Yes,High Frequency,Yes
CUST3602,336561,NEFT,Patna,Redmi Note 10,No,Large Transactions,Yes
CUST7417,329214,IMPS,Delhi,Samsung S22,Yes,Large Transactions,Yes
CUST9428,38662,NEFT,Delhi,Redmi Note 10,Yes,Normal,Yes
CUST9429,372931,RTGS,Kolkata,Samsung S22,Yes,Normal,Yes
CUST9403,192559,IMPS,Patna,Redmi Note 10,No,High Frequency,No
CUST3674,498384,IMPS,Mumbai,OnePlus 9,No,Large Transactions,Yes
CUST4949,104930,RTGS,Kolkata,Vivo X70,No,Large Transactions,No
CUST8366,85953,UPI,Jaipur,Samsung S22,Yes,Normal,Yes
CUST4909,297104,IMPS,Kolkata,OnePlus 9,Yes,High Frequency,Yes
CUST6072,498408,IMPS,Patna,Samsung S22,Yes,High Frequency,Yes
CUST5162,461771,UPI,Delhi,OnePlus 9,No,High Frequency,Yes
CUST2487,59704,RTGS,Jaipur,OnePlus 9,Yes,Normal,Yes
CUST3876,313188,UPI,Kolkata,Samsung S22,Yes,High Frequency,Yes
CUST9593,47687,Debit Card,Bangalore,Vivo X70,No,High Frequency,No
CUST2307,385846,NEFT,Patna,OnePlus 9,No,High Frequency,Yes
CUST2211,405479,NEFT,Mumbai,Redmi Note 10,Yes,High Frequency,Yes
CUST3569,116627,Debit Card,Chennai,iPhone 13,Yes,Large Transactions,Yes
CUST6355,200548,Debit Card,Delhi,OnePlus 9,Yes,Large Transactions,Yes
CUST7561,161345,RTGS,Jaipur,OnePlus 9,No,High Frequency,No
CUST3461,274863,RTGS,Bangalore,Samsung S22,Yes,Normal,Yes
CUST5414,350335,NEFT,Jaipur,OnePlus 9,Yes,High Frequency,Yes
CUST8437,98810,NEFT,Mumbai,Redmi Note 10,No,Large Transactions,No
CUST8981,324650,IMPS,Patna,Vivo X70,No,Normal,Yes
CUST7889,300181,NEFT,Chennai,Samsung S22,Yes,High Frequency,Yes
CUST1397,292170,NEFT,Mumbai,Redmi Note 10,No,Large Transactions,Yes
CUST2284,270390,RTGS,Bangalore,Vivo X70,Yes,High Frequency,Yes
CUST8206,61846,UPI,Mumbai,iPhone 13,No,Large Transactions,No
CUST4357,138460,Credit Card,Patna,Redmi Note 10,No,Normal,No
CUST1532,152304,Debit Card,Chennai,Redmi Note 10,No,High Frequency,No
CUST1568,24045,UPI,Delhi,Redmi Note 10,No,Large Transactions,No
CUST6822,101831,Debit Card,Chennai,Vivo X70,Yes,Normal,Yes
CUST8178,408951,NEFT,Bangalore,Redmi Note 10,Yes,High Frequency,Yes
CUST3922,405609,NEFT,Mumbai,iPhone 13,No,High Frequency,Yes
CUST2057,209347,Debit Card,Delhi,iPhone 13,No,Normal,Yes
CUST5780,165298,UPI,Delhi,Samsung S22,Yes,High Frequency,Yes
CUST8201,211188,RTGS,Jaipur,OnePlus 9,Yes,Normal,Yes
CUST9845,398273,UPI,Delhi,OnePlus 9,Yes,Large Transactions,Yes
CUST3441,20637,RTGS,Bangalore,Redmi Note 10,No,Normal,No
CUST7087,418430,Credit Card,Mumbai,Vivo X70,No,Normal,Yes
CUST1140,497238,UPI,Chennai,OnePlus 9,No,High Frequency,Yes
CUST3258,373587,UPI,Chennai,iPhone 13,No,High Frequency,Yes
CUST2594,363033,UPI,Chennai,Redmi Note 10,Yes,Normal,Yes
CUST8026,246842,Credit Card,Delhi,Samsung S22,Yes,Normal,Yes
CUST3811,362063,Debit Card,Kolkata,Samsung S22,Yes,Large Transactions,Yes
CUST5504,22920,RTGS,Bangalore,Samsung S22,No,High Frequency,No
CUST6794,137828,IMPS,Kolkata,Vivo X70,No,Normal,No
CUST4215,233109,Credit Card,Chennai,Samsung S22,Yes,High Frequency,Yes
CUST7727,278338,NEFT,Mumbai,Redmi Note 10,No,High Frequency,Yes
CUST5696,289577,NEFT,Kolkata,Vivo X70,Yes,Normal,Yes
CUST9634,4775,NEFT,Patna,Samsung S22,No,High Frequency,No
CUST1962,370105,Debit Card,Kolkata,iPhone 13,Yes,Large Transactions,Yes
CUST3097,89169,RTGS,Mumbai,Vivo X70,Yes,High Frequency,Yes
CUST7230,421791,RTGS,Kolkata,Vivo X70,Yes,High Frequency,Yes
CUST2718,42673,IMPS,Delhi,Vivo X70,Yes,Normal,Yes
CUST7422,453155,IMPS,Mumbai,Vivo X70,No,High Frequency,Yes
CUST7066,83793,RTGS,Kolkata,OnePlus 9,No,High Frequency,No
CUST6990,439046,Credit Card,Kolkata,OnePlus 9,No,Normal,Yes
CUST1092,10087,NEFT,Kolkata,OnePlus 9,Yes,High Frequency,Yes
CUST2056,236646,RTGS,Mumbai,iPhone 13,No,Large Transactions,Yes
CUST4177,306892,Debit Card,Bangalore,Vivo X70,Yes,Normal,Yes
CUST2330,284590,NEFT,Bangalore,iPhone 13,No,Normal,Yes
CUST6765,424113,Credit Card,Chennai,Vivo X70,Yes,High Frequency,Yes
CUST3518,333204,UPI,Jaipur,Samsung S22,No,Normal,Yes
CUST7061,444975,RTGS,Delhi,iPhone 13,No,High Frequency,Yes
CUST9558,210861,RTGS,Jaipur,Redmi Note 10,No,Normal,Yes
CUST5390,367164,RTGS,Patna,OnePlus 9,No,Large Transactions,Yes
CUST6820,278573,UPI,Delhi,iPhone 13,Yes,Large Transactions,Yes
CUST7537,478935,RTGS,Bangalore,Vivo X70,Yes,Large Transactions,Yes
CUST7354,92218,NEFT,Patna,Redmi Note 10,No,High Frequency,No
CUST8358,357985,NEFT,Mumbai,iPhone 13,No,High Frequency,Yes
CUST5397,201924,IMPS,Jaipur,Samsung S22,No,Large Transactions,Yes
CUST9302,498389,UPI,Bangalore,iPhone 13,No,High Frequency,Yes
CUST5307,457142,RTGS,Jaipur,Vivo X70,No,High Frequency,Yes
CUST2130,258340,IMPS,Kolkata,Vivo X70,Yes,Normal,Yes
CUST7878,3760,NEFT,Delhi,OnePlus 9,No,High Frequency,No
CUST9164,351475,RTGS,Jaipur,Vivo X70,No,High Frequency,Yes
CUST3313,380202,NEFT,Mumbai,Samsung S22,No,High Frequency,Yes
CUST3485,419428,UPI,Kolkata,Samsung S22,Yes,Large Transactions,Yes
CUST8879,377211,UPI,Bangalore,Vivo X70,Yes,Large Transactions,Yes
CUST2528,477936,UPI,Chennai,Vivo X70,Yes,Large Transactions,Yes
CUST2619,487809,IMPS,Chennai,OnePlus 9,Yes,High Frequency,Yes
CUST8931,314560,IMPS,Jaipur,OnePlus 9,Yes,Large Transactions,Yes
CUST4817,23980,Debit Card,Chennai,Vivo X70,Yes,Normal,Yes
CUST1616,45217,UPI,Delhi,OnePlus 9,No,Large Transactions,No
CUST7655,202077,Debit Card,Kolkata,Vivo X70,No,Large Transactions,Yes
CUST6301,91102,IMPS,Mumbai,iPhone 13,Yes,Normal,Yes
CUST9741,96889,UPI,Delhi,Redmi Note 10,No,Large Transactions,No
CUST9134,360576,Credit Card,Patna,Samsung S22,Yes,Large Transactions,Yes
CUST8687,229605,IMPS,Chennai,iPhone 13,Yes,High Frequency,Yes
CUST6991,112889,IMPS,Jaipur,Redmi Note 10,Yes,High Frequency,Yes
CUST2459,187274,RTGS,Jaipur,iPhone 13,No,Large Transactions,No
CUST1404,114777,RTGS,Patna,Samsung S22,No,High Frequency,No
CUST8212,195690,Debit Card,Jaipur,Vivo X70,No,Normal,No
CUST3995,312500,UPI,Chennai,iPhone 13,No,High Frequency,Yes
CUST9534,72750,NEFT,Patna,Vivo X70,No,High Frequency,No
CUST9808,277127,UPI,Mumbai,Samsung S22,Yes,High Frequency,Yes
CUST8837,131384,RTGS,Mumbai,iPhone 13,No,High Frequency,No
CUST4775,441109,IMPS,Mumbai,OnePlus 9,No,Large Transactions,Yes
CUST4211,60369,Debit Card,Patna,Vivo X70,No,Large Transactions,No
CUST4185,59782,NEFT,Delhi,Redmi Note 10,Yes,Large Transactions,Yes
CUST1631,409885,UPI,Jaipur,Samsung S22,Yes,Normal,Yes
CUST9861,322989,Credit Card,Delhi,OnePlus 9,No,Large Transactions,Yes
CUST5481,122076,Credit Card,Patna,Vivo X70,Yes,High Frequency,Yes
CUST8890,282543,UPI,Kolkata,Redmi Note 10,No,Normal,Yes
CUST2335,357730,RTGS,Kolkata,OnePlus 9,No,Normal,Yes
CUST2196,17695,RTGS,Bangalore,OnePlus 9,Yes,Normal,Yes
CUST3928,212967,UPI,Mumbai,Redmi Note 10,Yes,High Frequency,Yes
CUST6729,146819,Credit Card,Chennai,Redmi Note 10,No,Normal,No
CUST8363,86301,RTGS,Jaipur,OnePlus 9,No,High Frequency,No
CUST8388,387036,Credit Card,Chennai,Samsung S22,Yes,High Frequency,Yes
CUST3743,410455,RTGS,Patna,Redmi Note 10,No,Large Transactions,Yes
CUST7878,377611,Debit Card,Jaipur,iPhone 13,No,Normal,Yes
CUST8020,454391,NEFT,Bangalore,Redmi Note 10,No,High Frequency,Yes
CUST6658,441065,UPI,Chennai,iPhone 13,Yes,Normal,Yes
CUST8312,15553,Debit Card,Patna,iPhone 13,No,High Frequency,No
CUST6109,181262,RTGS,Chennai,OnePlus 9,Yes,High Frequency,Yes
CUST4792,107174,NEFT,Kolkata,OnePlus 9,Yes,Normal,Yes
CUST1933,193311,IMPS,Jaipur,iPhone 13,Yes,Normal,Yes
CUST9941,407878,UPI,Jaipur,iPhone 13,No,Large Transactions,Yes
CUST9224,164237,NEFT,Bangalore,iPhone 13,Yes,High Frequency,Yes
CUST6204,272754,Credit Card,Delhi,Vivo X70,No,High Frequency,Yes
CUST4439,409381,RTGS,Mumbai,OnePlus 9,Yes,High Frequency,Yes
CUST4094,298136,NEFT,Delhi,Redmi Note 10,No,Normal,Yes
CUST2154,273306,NEFT,Bangalore,iPhone 13,Yes,Normal,Yes
CUST2405,112471,Debit Card,Bangalore,Samsung S22,Yes,Normal,Yes
CUST5808,34106,NEFT,Patna,Redmi Note 10,No,High Frequency,No
CUST9682,484992,RTGS,Mumbai,Samsung S22,Yes,Large Transactions,Yes
CUST9720,204272,NEFT,Mumbai,Redmi Note 10,Yes,Large Transactions,Yes
CUST1674,20404,Credit Card,Chennai,Redmi Note 10,Yes,High Frequency,Yes
CUST6495,284888,Debit Card,Kolkata,Samsung S22,Yes,High Frequency,Yes
CUST1726,195013,IMPS,Chennai,Samsung S22,No,Normal,No
CUST9552,199989,IMPS,Delhi,Samsung S22,Yes,High Frequency,Yes
CUST9412,351417,RTGS,Chennai,iPhone 13,No,Normal,Yes
CUST8933,178936,IMPS,Mumbai,iPhone 13,Yes,Normal,Yes
CUST3296,383115,NEFT,Chennai,Samsung S22,Yes,Normal,Yes
CUST8973,276200,Debit Card,Mumbai,Vivo X70,Yes,High Frequency,Yes
CUST5878,112639,UPI,Bangalore,Samsung S22,No,High Frequency,No
CUST4153,266018,IMPS,Mumbai,Redmi Note 10,Yes,Large Transactions,Yes
CUST9389,357207,NEFT,Delhi,OnePlus 9,No,Normal,Yes
CUST8840,299026,Debit Card,Mumbai,Vivo X70,No,High Frequency,Yes
CUST4960,284271,UPI,Bangalore,Vivo X70,Yes,High Frequency,Yes
CUST9941,46149,Credit Card,Delhi,Samsung S22,No,Normal,No
